10, 27, 29, 1095964.1741853813
4, 6, 10, 1038221.2753517051
9, 27, 29, 1007524.4618898276
9, 28, 29, 978802.05582687503
1, 2, 3, 963086.42278712604
9, 26, 29, 959511.73509285843
10, 25, 32, 950532.6488902343
10, 26, 32, 949953.92246836261
9, 25, 29, 948698.65668256988
10, 24, 32, 943597.0524466671
10, 25, 34, 942079.87162216543
9, 33, 38, 940503.20186184521
10, 26, 34, 931813.56362734584
10, 28, 29, 923019.86716524989
2, 3, 14, 914220.49434564449
10, 23, 34, 909711.48249003594
4, 6, 11, 905575.04514450347
9, 24, 32, 903987.41314952658
9, 23, 32, 901490.26261925453
2, 5, 13, 899100.91363225121
10, 25, 29, 897137.56116889836
10, 25, 33, 888678.4564619736
10, 23, 32, 885915.94711302081
10, 27, 34, 879820.95644623635
9, 32, 36, 878312.47813181067
10, 24, 33, 876386.64878948708
7, 25, 27, 872743.82289979176
9, 22, 33, 865360.70785749005
10, 28, 34, 861956.54892304563
9, 29, 30, 859699.72429717041
9, 30, 31, 857403.86224299727
10, 26, 29, 856523.97118789202
9, 25, 32, 856341.50923597522
9, 23, 31, 853875.45532605262
9, 22, 31, 853875.45532605262
9, 26, 32, 853080.54556140897
10, 26, 33, 850381.17391165486
10, 24, 35, 847479.86556084303
9, 31, 34, 845677.444493816
9, 32, 38, 844749.54956627439
9, 24, 31, 844008.35198913014
9, 24, 33, 843191.03472523787
10, 27, 33, 842661.91005654924
9, 33, 36, 838953.35725167813
9, 27, 33, 830164.91736365296
10, 19, 32, 828685.96668560395
10, 23, 35, 827914.39963851229
10, 30, 31, 820401.50224327564
2, 3, 15, 820108.00449202664
9, 31, 36, 816449.69822954782
9, 26, 30, 815620.7337574499
9, 34, 38, 811052.50756693631
9, 31, 32, 809269.82917118608
9, 26, 33, 804423.21894061693
5, 6, 19, 802320.80321267224
9, 28, 30, 797230.16399941419
9, 23, 34, 794546.50870526233
9, 21, 31, 794278.11953872372
8, 30, 37, 792517.4390031792
9, 27, 30, 792392.45788150374
9, 25, 33, 791813.44595209393
9, 29, 31, 784829.73332498281
5, 7, 21, 784389.88340064127
7, 26, 27, 783380.69318235083
9, 25, 30, 782214.08362861839
9, 25, 31, 780300.64736460545
9, 30, 32, 776940.50295987679
9, 28, 34, 774801.79448617972
9, 29, 34, 774800.97809596465
9, 22, 32, 772592.9381495862
9, 25, 35, 770535.3922004879
4, 6, 15, 768527.50423598418
4, 6, 13, 767917.5867256925
10, 26, 35, 767270.39829405549
9, 28, 31, 765716.59719905804
9, 32, 33, 765567.33181465638
9, 34, 39, 763948.28899297386
9, 26, 31, 762099.5258763379
9, 28, 32, 761704.90904024104
10, 25, 35, 760723.25553858723
9, 32, 34, 758514.17553542496
9, 30, 33, 754677.66797562037
8, 17, 29, 754590.97865701432
10, 29, 30, 753860.08860455221
9, 21, 32, 746581.6325918634
9, 28, 33, 746000.19150244771
9, 35, 39, 743166.85457030393
8, 38, 39, 742700.07175860123
8, 37, 41, 741643.72661978274
8, 24, 29, 741601.48589686316
9, 29, 32, 740731.24328071205
9, 30, 34, 740022.63265797298
10, 29, 34, 737520.68317119661
9, 24, 34, 737326.3890048468
5, 6, 15, 734339.50680014328
5, 6, 14, 734339.50680014328
3, 4, 5, 732537.82033629657
10, 27, 30, 732450.85710770602
2, 3, 9, 730174.34314673871
10, 27, 31, 728043.42498801276
8, 31, 41, 727685.38837227284
10, 30, 32, 726970.17336061317
9, 26, 35, 726383.35048138129
8, 26, 27, 725248.30311096052
11, 27, 31, 725208.46266438975
9, 34, 36, 725136.73412794562
10, 26, 31, 724582.10600735014
8, 38, 41, 723278.64545474714
12, 29, 30, 720481.50587037334
9, 29, 33, 719883.36832380446
8, 32, 41, 719530.09475478041
9, 27, 34, 719410.19134222448
8, 22, 31, 718803.55057327822
8, 26, 29, 718182.79758626642
10, 30, 34, 717902.6989675276
9, 33, 37, 717366.26158714178
2, 3, 13, 716764.44563379884
11, 25, 36, 713395.17216509115
8, 40, 41, 710553.58033033088
10, 29, 35, 709956.48095405183
9, 35, 36, 709777.52832005685
8, 9, 41, 708599.56720154977
9, 27, 32, 708197.75051165593
8, 31, 39, 708119.96225947898
10, 27, 35, 706732.14937098313
8, 22, 30, 706377.82906379888
9, 27, 31, 706361.03183719493
9, 32, 37, 704620.51319951389
10, 30, 33, 703056.38604008814
8, 36, 41, 702123.85723057296
10, 29, 31, 702038.93587299099
10, 28, 35, 701524.96852767887
8, 37, 39, 700599.73001255339
11, 26, 32, 699813.05583804322
8, 37, 40, 699718.70513243636
8, 27, 29, 696992.8957602554
10, 29, 33, 695049.57463243371
8, 35, 41, 694962.20396279683
8, 23, 30, 694176.22466410941
10, 28, 30, 693067.89794385899
8, 24, 25, 693047.88613979577
10, 27, 32, 691641.506100261
8, 28, 29, 691175.53079111211
9, 25, 34, 690875.74386002822
1, 8, 13, 690478.55396385281
12, 28, 31, 690226.63274792489
8, 21, 30, 689106.99418984761
9, 26, 34, 687076.06429588259
7, 21, 31, 686263.26768102695
8, 16, 25, 685987.84722253866
9, 31, 38, 685283.68294526881
8, 24, 26, 685037.31148862233
8, 31, 37, 684856.68110501056
10, 29, 32, 684726.91457365698
8, 31, 36, 682020.18437763676
10, 26, 27, 681332.1375524333
8, 23, 29, 680039.770015924
8, 32, 36, 679096.03253128007
15, 31, 32, 678905.43438818119
10, 25, 27, 678676.52259494003
12, 29, 31, 678544.35903109936
8, 30, 34, 678276.09591095219
2, 3, 17, 677848.39005256991
10, 26, 30, 677132.51101030491
10, 28, 33, 676832.44648547773
10, 30, 35, 676454.33397145488
10, 25, 30, 675766.28835195571
7, 44, 54, 675009.54540242685
7, 43, 54, 675009.54540242685
13, 21, 27, 674458.88277971675
5, 8, 22, 674011.04978047928
9, 26, 38, 673040.97206116328
11, 27, 32, 672705.9669883087
10, 28, 32, 671928.12826771592
11, 26, 31, 671913.4394519187
9, 37, 40, 671674.0611533277
2, 3, 7, 670735.04766556597
8, 25, 30, 670279.78553540632
8, 36, 40, 670105.97026717069
8, 28, 41, 669531.09572348639
10, 24, 30, 669376.02389357879
8, 23, 31, 668988.77655369707
8, 33, 41, 666945.30894375418
8, 19, 30, 666525.37796336226
12, 25, 26, 665880.89658386586
8, 32, 40, 664973.14592219994
11, 29, 30, 664806.25727941107
11, 28, 32, 664617.36460625927
11, 26, 35, 664040.71870009962
16, 28, 35, 663771.8307058186
8, 25, 29, 662709.54575957998
10, 25, 31, 662483.23583175777
9, 25, 27, 662048.8812523816
8, 38, 40, 660210.46931784309
10, 27, 28, 660069.89789123728
9, 38, 41, 659772.81453320594
9, 33, 41, 658549.17672120885
10, 28, 31, 658379.81629894895
9, 31, 33, 657200.8183529817
9, 33, 35, 656417.32991331292
8, 39, 41, 655931.18697507412
9, 24, 26, 655406.23076193361
8, 36, 37, 654186.8087397092
9, 37, 39, 652725.44603774906
8, 30, 33, 652724.41570548259
12, 30, 31, 652367.44263305515
9, 38, 40, 652180.26952575718
8, 15, 41, 651607.34702720819
9, 16, 65, 651364.46861623169
8, 24, 31, 651225.68156106188
13, 21, 26, 650346.23907573603
9, 34, 35, 647057.36679329595
9, 31, 41, 646937.48012191418
9, 32, 41, 646687.99519957881
9, 24, 30, 646657.58790536574
11, 27, 33, 645523.31984409026
8, 36, 39, 643822.11293322209
9, 27, 28, 643790.1245364818
10, 24, 34, 643246.70910681691
9, 15, 22, 643076.95483217773
8, 31, 42, 642960.9012618839
8, 35, 40, 642952.71235044312
8, 32, 39, 642415.4052542469
8, 30, 35, 642248.71022244846
8, 35, 39, 642180.59904491401
11, 28, 33, 642111.88263955491
8, 22, 32, 641835.99491000047
9, 23, 35, 641718.83354071109
11, 27, 28, 641667.45803670993
2, 4, 13, 641432.82170677523
8, 24, 30, 640744.70789042104
7, 25, 31, 640107.57524038502
13, 23, 26, 639457.15395685821
9, 37, 38, 639390.08072330896
9, 37, 41, 639225.99656288535
9, 24, 35, 637798.98557515675
9, 24, 36, 637709.61751765024
9, 35, 38, 637154.94634816912
10, 21, 22, 636443.65091881645
8, 39, 40, 636209.6387224386
8, 16, 41, 635732.74119276635
9, 21, 34, 635414.41426052048
16, 30, 31, 635002.19717897254
8, 25, 31, 634938.73469198612
7, 22, 31, 634590.69737785344
16, 28, 36, 634385.81928062998
13, 22, 27, 633264.03580527462
9, 28, 41, 632940.54718896199
7, 25, 26, 632406.98904302705
9, 25, 26, 632372.42044673022
11, 27, 35, 632168.84960138542
8, 23, 32, 631931.40202856786
9, 34, 37, 631816.10365506297
9, 38, 39, 631499.51369726995
9, 33, 34, 631206.59024741966
11, 28, 31, 630717.27515791974
8, 30, 36, 630595.68884793308
8, 29, 41, 629790.03283327655
7, 25, 32, 629619.11846435815
9, 34, 41, 629352.59079854924
7, 40, 41, 629289.77552303928
11, 29, 31, 628789.40168315335
9, 36, 41, 628782.38026308303
9, 39, 40, 628216.82415920019
2, 8, 13, 627532.53909543261
9, 36, 40, 626529.77650288807
12, 28, 32, 625423.73542580439
9, 26, 27, 625175.29688345874
8, 13, 25, 625103.47418174171
9, 36, 39, 624217.04328834382
9, 22, 34, 624115.20375737175
8, 33, 40, 623567.92677998182
8, 31, 33, 622863.21016777516
8, 32, 37, 622437.28890844528
5, 6, 12, 622128.51209549839
2, 3, 18, 622124.20360577549
10, 24, 28, 622080.59000023315
10, 32, 37, 621715.6575281031
10, 32, 38, 621673.21256065986
6, 39, 53, 621594.53495892812
12, 20, 25, 620914.54326336586
8, 34, 41, 620758.90844469809
9, 21, 22, 619880.7653473916
14, 37, 39, 618714.449118249
2, 6, 10, 617924.56910403236
7, 30, 42, 617431.75863748125
11, 28, 35, 617395.34589532833
9, 32, 40, 616942.04175705591
15, 31, 33, 616442.13100532407
19, 22, 53, 615877.5509189592
8, 25, 26, 615746.87256146572
13, 22, 26, 615697.56542713649
13, 15, 60, 615222.37356506905
13, 15, 59, 615222.37356506905
10, 33, 38, 614709.61332286859
7, 30, 32, 614029.42443501798
17, 20, 57, 613697.96171023964
17, 19, 57, 613697.96171023964
17, 19, 56, 613697.96171023964
6, 13, 63, 613485.58289476787
17, 28, 35, 613411.88861749973
7, 26, 32, 613020.26886791678
7, 36, 40, 612790.4440512514
8, 28, 40, 611941.53648429643
9, 23, 26, 611428.59009414108
8, 26, 31, 611242.23953165649
14, 16, 62, 611236.90715074132
14, 16, 61, 611236.90715074132
12, 24, 26, 610806.67719111219
8, 32, 38, 610653.64635566948
7, 42, 54, 610077.73746292735
11, 25, 26, 609980.95166250155
9, 29, 41, 609483.67650144233
18, 21, 55, 609237.06517656497
18, 21, 54, 609237.06517656497
7, 30, 31, 609026.59360480483
9, 23, 36, 608859.19447537803
15, 21, 29, 608595.21308777656
7, 8, 61, 608464.22528078733
6, 7, 67, 608464.22528078733
8, 34, 40, 608462.65089022717
2, 3, 23, 608051.18226291053
13, 15, 56, 607602.92878759024
11, 34, 36, 606720.67723938799
7, 30, 34, 606575.8373015743
8, 31, 35, 605928.98373199045
16, 18, 58, 605768.0733566304
16, 18, 57, 605768.0733566304
8, 32, 42, 605465.9062890599
17, 20, 56, 605022.17207296693
10, 22, 33, 604178.35825455177
7, 21, 32, 603861.04330188641
12, 20, 24, 603793.43636332359
8, 29, 30, 603684.55681753915
14, 16, 52, 603634.16030812834
13, 15, 53, 603634.16030812834
14, 16, 51, 603415.05678703729
8, 42, 46, 602977.60022460704
7, 40, 54, 602722.76851706207
7, 24, 31, 602471.319528169
15, 17, 60, 602377.18254448043
15, 17, 59, 602377.18254448043
12, 21, 25, 602104.44100553181
8, 31, 34, 601882.05027179373
16, 27, 36, 601795.37575939053
2, 7, 13, 601517.42013204901
9, 26, 39, 601502.4055472085
7, 16, 26, 601416.56055537111
9, 17, 26, 601303.69351433741
7, 23, 31, 601235.95989359566
21, 24, 63, 601128.02265254711
21, 24, 62, 601128.02265254711
21, 24, 61, 601128.02265254711
20, 22, 65, 600830.95844261604
15, 27, 38, 600728.71459623449
11, 21, 33, 600256.48262376292
17, 27, 37, 599940.65952026483
8, 38, 42, 599481.95126097882
22, 26, 58, 599443.16405116743
22, 26, 57, 599443.16405116743
14, 36, 39, 599393.95426041156
22, 26, 60, 599364.82551344309
22, 26, 59, 599364.82551344309
9, 15, 69, 599084.78197842801
9, 33, 40, 599001.98148019146
11, 33, 36, 598982.11304328777
21, 24, 67, 598847.38529050734
21, 24, 66, 598847.38529050734
21, 24, 65, 598847.38529050734
21, 24, 64, 598847.38529050734
8, 28, 30, 598829.35466061463
8, 34, 39, 598566.8267550898
20, 22, 69, 598551.44812125748
13, 39, 40, 598118.58047461091
7, 14, 40, 598091.87633219489
14, 35, 39, 598012.2000550474
8, 21, 31, 597939.97511579515
8, 14, 41, 597858.93530143157
5, 7, 12, 597461.63357094314
11, 30, 31, 597419.91953406821
8, 36, 42, 597030.61549285054
12, 20, 27, 596247.92828841135
4, 6, 16, 595697.43678405532
6, 7, 8, 595596.00330631004
11, 29, 35, 595547.25293932867
12, 20, 26, 595018.31831282214
9, 30, 44, 594815.27494768903
6, 10, 68, 593916.4557047108
7, 42, 55, 593767.09290498064
21, 24, 69, 593571.196873851
21, 24, 68, 593571.196873851
4, 5, 8, 593523.84115414228
9, 35, 37, 593478.3381279303
1, 29, 30, 593292.95640371938
11, 24, 26, 593222.81316712068
8, 33, 38, 592847.76030130277
7, 40, 43, 592708.54356318398
16, 32, 33, 592135.73296213965
10, 30, 42, 591794.73706720432
2, 3, 4, 591629.54427563911
12, 30, 32, 591427.19312523387
15, 25, 37, 591210.46208861715
10, 27, 36, 591024.0335889461
19, 30, 39, 591003.96568487678
8, 25, 27, 590179.89586910454
1, 28, 29, 590138.7091343893
8, 39, 44, 590113.74920343759
7, 29, 35, 589955.24955296156
6, 42, 53, 589762.97185163177
21, 24, 58, 589688.0662010737
22, 25, 61, 589679.13929062011
8, 37, 42, 589618.87687981152
13, 15, 50, 589391.54445539194
8, 22, 33, 589276.00743894733
14, 16, 48, 589177.61063391052
5, 6, 13, 588807.3678684003
9, 35, 41, 588787.80793519621
12, 27, 31, 588727.704139209
7, 16, 54, 588724.67175656138
7, 9, 21, 588698.13406742283
8, 16, 29, 588509.15103332454
8, 33, 39, 588466.94341736624
7, 31, 32, 587762.41669477953
9, 28, 42, 587707.077614323
19, 22, 60, 587659.37739139271
19, 22, 59, 587659.37739139271
19, 22, 58, 587659.37739139271
22, 25, 65, 587441.93818535923
22, 25, 64, 587441.93818535923
22, 25, 63, 587441.93818535923
10, 34, 36, 586995.31866796035
23, 27, 63, 586864.45925152721
23, 27, 62, 586864.45925152721
14, 30, 31, 586826.02739454166
10, 26, 36, 586814.00559188367
18, 21, 62, 586803.51487343886
18, 21, 61, 586803.51487343886
18, 20, 62, 586803.51487343886
18, 20, 61, 586803.51487343886
18, 20, 60, 586803.51487343886
8, 37, 38, 586646.49218136526
6, 28, 38, 586594.64839392563
9, 35, 40, 585653.6987186753
7, 24, 32, 585640.749240448
7, 21, 33, 585518.38501648756
9, 36, 43, 585060.87139395718
9, 23, 25, 584814.56611760485
7, 31, 37, 584723.08470562694
9, 36, 38, 584680.92063905136
10, 25, 26, 584297.86096516496
6, 13, 60, 584275.68106987688
9, 24, 25, 583679.69883853174
6, 42, 55, 583350.01730204141
9, 29, 43, 582994.31988490175
16, 27, 37, 582615.31132986734
9, 16, 23, 582584.30785033735
12, 21, 26, 582582.779752178
9, 37, 43, 582475.89040039305
6, 15, 57, 582335.38096176484
22, 25, 69, 582266.23828945297
22, 25, 68, 582266.23828945297
22, 25, 67, 582266.23828945297
22, 25, 66, 582266.23828945297
16, 33, 34, 582250.83310639334
16, 28, 37, 582075.85270826553
23, 27, 67, 581693.84727574291
23, 27, 66, 581693.84727574291
23, 27, 65, 581693.84727574291
23, 27, 64, 581693.84727574291
18, 21, 60, 581610.56341438182
18, 21, 59, 581610.56341438182
8, 28, 42, 581345.49110334914
15, 30, 33, 581248.57256080187
6, 14, 56, 580815.77854935976
8, 32, 33, 580233.95397339098
7, 36, 42, 579898.29785794928
3, 5, 12, 579632.79821088281
8, 35, 36, 579620.68668114324
15, 29, 32, 579348.82864511129
10, 31, 32, 579160.62679411564
9, 32, 35, 578208.43608764315
